ID,Old ID,Name,Start,Stop,Direction,RAST,Subsystem,Subclass,Class,SuperClass
ACIAD_RS00875,ACIAD0189,,185860,186339,+,,,,,
ACIAD_RS00880,ACIAD0190,,186460,186768,+,hypothetical protein,,,,
ACIAD_RS00885,ACIAD0191,,186781,187665,+,Aldose 1-epimerase (EC 5.1.3.3),Galactose utilization,Di- and oligosaccharides,Carbohydrates,Metabolism
ACIAD_RS00890,ACIAD0192,,187684,188271,-,hypothetical protein,,,,
ACIAD_RS00895,ACIAD0193,,188463,189008,-,Glutathione peroxidase (EC 1.11.1.9),Glutathione: Redox cycle,Stress Response,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS00900,ACIAD0194,,189144,189923,-,"Transcriptional regulator, AraC family; helix-turn-helix domain-containing protein",,,,
ACIAD_RS00905,ACIAD0195,,189942,191156,-,,,,,
ACIAD_RS00910,ACIAD0196,,191303,191977,+,"Transcriptional regulator, AcrR family",Multidrug resistance RND efflux system MexEFOprN,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS00915,ACIAD0197,,192055,192966,+,Permease of the drug/metabolite transporter (DMT) superfamily,,,,
ACIAD_RS00920,ACIAD0198,,193384,194565,+,"ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)",,,,
ACIAD_RS00925,ACIAD0199,,194599,195249,+,Rieske (2Fe-2S) domain-containing protein; Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82),,,,
ACIAD_RS00930,ACIAD0200,,195242,196132,+,hypothetical protein,,,,
ACIAD_RS00935,ACIAD0201,,196129,196749,+,"Glutathione S-transferase, unnamed subgroup (EC 2.5.1.18); hypothetical protein",Glutathione: Non-redox reactions,Stress Response,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS00940,ACIAD0202,,196911,197858,+,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS00945,ACIAD0203,,198110,199393,+,hypothetical protein,,,,
ACIAD_RS00950,ACIAD0204,,199529,200023,+,cytidine/deoxycytidylate deaminase family protein (EC 3.5.4.3 ),Nucleoside ABC transporter cluster,ABC transporters,Membrane Transport,Membrane Transport
ACIAD_RS00955,ACIAD0205,,200065,201624,+,"Nucleoside ABC transporter, ATP-binding protein; ABC transporter, ATP-binding protein","Nucleoside uptake and degradation cluster; Nucleoside ABC transporter cluster; ABC transporters, broad classes",Purines; ABC transporters; ABC transporters,Nucleosides and Nucleotides; Membrane Transport; Membrane Transport,Metabolism; Membrane Transport; Membrane Transport
ACIAD_RS00960,ACIAD0206,,201664,202770,+,"Nucleoside ABC transporter, permease protein 1",Nucleoside uptake and degradation cluster; Nucleoside ABC transporter cluster,Purines; ABC transporters,Nucleosides and Nucleotides; Membrane Transport,Metabolism; Membrane Transport
ACIAD_RS00965,ACIAD0207,,202783,203700,+,"Putative deoxyribose-specific ABC transporter, permease protein",,,,
ACIAD_RS00970,ACIAD0208,,204236,204808,-,Threonylcarbamoyl-AMP synthase (EC 2.7.7.87),YrdC-YciO-Sua5 and associated protein families; Threonylcarbamoyladenosine,RNA processing and modification; RNA processing and modification,RNA Processing; RNA Processing,RNA Processing; RNA Processing
ACIAD_RS00975,ACIAD0209,dprA,204848,205999,-,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake; DNA protecting protein DprA,YrdC-YciO-Sua5 and associated protein families,RNA processing and modification,RNA Processing,RNA Processing
ACIAD_RS00980,ACIAD0210,,206017,207174,-,"Uncharacterized protein with LysM domain, COG1652",,,,
ACIAD_RS00985,ACIAD0211,,207295,207819,+,Peptide deformylase (EC 3.5.1.88),"Translation termination factors, bacterial",Translation,Protein Synthesis,Protein Processing
ACIAD_RS00990,ACIAD0212,,207904,208335,+,,,,,
ACIAD_RS00995,ACIAD0214,,208438,210426,+,TonB-dependent receptor; TonB-dependent copper receptor,Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS01000,ACIAD0215,,210507,210797,+,hypothetical protein,,,,
ACIAD_RS01005,ACIAD0216,,210837,212042,-,,,,,
ACIAD_RS01010,ACIAD0217,,212128,212721,+,"Transcriptional regulator, AcrR family",Multidrug resistance RND efflux system MexEFOprN,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS01015,,,213192,214732,,,,,,
ACIAD_RS01020,,,214792,214868,,,,,,
ACIAD_RS01025,,,214905,214980,,,,,,
ACIAD_RS01030,,,215317,218231,,,,,,
ACIAD_RS01035,,,218408,218522,,,,,,
ACIAD_RS01040,ACIAD0219,,218687,219331,+,,,,,
ACIAD_RS01045,ACIAD0220,,219546,221939,+,UPF0313 [4Fe-4S] protein YgiQ,,,,
ACIAD_RS01050,ACIAD0221,,222331,222849,+,,,,,
ACIAD_RS01055,ACIAD0222,,222850,223203,-,"RidA/YER057c/UK114 superfamily, group 2, YoaB-like protein",,,,
ACIAD_RS01060,ACIAD0223,shiA,223204,224541,-,Shikimate transporter,,,,
ACIAD_RS01065,ACIAD0225,dinB,224762,225817,-,DNA polymerase IV (EC 2.7.7.7),"DNA polymerase, bacterial; DNA repair, bacterial; Possible DNA repair related cluster",DNA replication; DNA repair; DNA repair,DNA Processing; DNA Processing; DNA Processing,DNA Processing; DNA Processing; DNA Processing
ACIAD_RS01070,ACIAD0226,,225814,226575,-,"Lyzozyme M1 (1,4-beta-N-acetylmuramidase) (EC 3.2.1.17)",Stress response and cell wall lysis cluster,Stress Response,"Stress Response, Defense and Virulence","Stress Response, Defense, Virulence"
ACIAD_RS01075,ACIAD0228,mdtD,226650,228041,-,Uncharacterized MFS-type transporter,,,,
ACIAD_RS01080,ACIAD0229,,228177,228794,-,Lysine decarboxylase family,,,,
ACIAD_RS01085,ACIAD0230,,229124,230719,+,TerC family protein; UPF0053 inner membrane protein YoaE,,,,
ACIAD_RS01090,ACIAD0231,,230775,231251,+,UPF0225 protein YchJ,,,,
ACIAD_RS01095,ACIAD0232,,231300,231944,+,UPF0126 inner membrane protein YicG,,,,
ACIAD_RS01100,ACIAD0233,,232176,233495,+,Niacin transporter NiaP,NAD and NADP cofactor biosynthesis bacterial; NAD and NADP cofactor biosynthesis global,NAD and NADP; NAD and NADP,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS01105,ACIAD0234,parC,233653,235869,+,DNA topoisomerase IV subunit A,,,,
ACIAD_RS01110,ACIAD0235,,236016,237695,+,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),Fatty acid degradation; Biotin biosynthesis; Fatty acid metabolism cluster; Biotin synthesis & utilization,Fatty acids; Biotin; Fatty acids; Biotin,"Fatty Acids, Lipids, and Isoprenoids; Cofactors, Vitamins, Prosthetic Groups; Fatty Acids, Lipids, and Isoprenoids; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism; Metabolism; Metabolism
ACIAD_RS01115,ACIAD0236,,237751,238131,-,hypothetical protein,,,,
ACIAD_RS01120,ACIAD0237,,238242,238640,+,,,,,
ACIAD_RS01125,ACIAD0239,ppa,238767,239294,+,Inorganic pyrophosphatase (EC 3.6.1.1); inorganic diphosphatase (EC 3.6.1.1),Nucleotide phosphorylation,,Nucleosides and Nucleotides,Metabolism
ACIAD_RS01130,ACIAD0240,,239385,240686,-,"Outer membrane low permeability porin, OprD family",Outer membrane porins in Pseudomonas and Acinetobacter,Gram-Negative (Diderm) cell wall components,"Cell Envelope, Capsule and Slime layer",Cell Envelope
ACIAD_RS01135,ACIAD0241,,241309,242133,+,hypothetical protein; protein of unknown function DUF882,,,,
ACIAD_RS01140,ACIAD0242,,242202,243689,-,"AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination",,,,
ACIAD_RS01145,ACIAD0243,,243759,243986,-,,,,,
ACIAD_RS01150,ACIAD0244,glnK,244264,244602,+,"Nitrogen regulatory protein P-II, GlnK",Nitrogen regulation orphans,,Nitrogen Metabolism,Metabolism
ACIAD_RS01155,ACIAD0245,,244664,246064,+,Ammonium transporter,Nitrogen regulation orphans,,Nitrogen Metabolism,Metabolism
ACIAD_RS01160,ACIAD0246,nrdR,246187,246666,+,Ribonucleotide reductase transcriptional regulator NrdR,Ribonucleotide reduction,,Nucleosides and Nucleotides,Metabolism
ACIAD_RS01165,ACIAD0247,ribD,246659,247747,+,,,,,
ACIAD_RS01170,ACIAD0248,,247744,249039,+,DNA adenine methylase (EC 2.1.1.72); DNA modification methylase (Adenine-specific methyltransferase) (EC 2.1.1.72),,,,
ACIAD_RS01175,ACIAD0249,,249084,249743,+,Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9),"Riboflavin, FMN and FAD metabolism with fusion events","Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS01180,ACIAD0250,,249791,250009,-,hypothetical protein,,,,
ACIAD_RS01185,ACIAD0251,,250132,250764,-,hypothetical protein,,,,
ACIAD_RS01190,ACIAD0252,,250800,251207,-,DNA polymerase III chi subunit (EC 2.7.7.7); DNA polymerase III subunit chi,"DNA polymerase, bacterial",DNA replication,DNA Processing,DNA Processing
ACIAD_RS01195,ACIAD0253,,251200,252648,-,Cytosol aminopeptidase PepA (EC 3.4.11.1); Leucyl aminopeptidase (EC 3.4.11.10),,,,
ACIAD_RS01200,ACIAD0254,lptF,252803,253903,+,Lipopolysaccharide export system permease protein LptF,Lpt lipopolysaccharide transport system,,Membrane Transport,Membrane Transport
ACIAD_RS01205,ACIAD0255,lptG,253903,254973,+,LPS export ABC transporter permease LptG; Lipopolysaccharide export system permease protein LptG,Lpt lipopolysaccharide transport system,,Membrane Transport,Membrane Transport
ACIAD_RS01210,ACIAD0256,,255095,256642,+,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)","Glycolysis and Gluconeogenesis; Entner-Doudoroff Pathway; Glycolysis and Gluconeogenesis, including Archaeal enzymes",Central Metabolism; Central Metabolism; Central Metabolism,Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation,Energy; Energy; Energy
ACIAD_RS01215,ACIAD0257,,256653,257834,+,Carboxyl-terminal protease (EC 3.4.21.102),Predicted secretion system W clustering with cell division proteins,"Protein secretion system, Type II",Membrane Transport,Membrane Transport
ACIAD_RS01220,ACIAD0258,,257836,259251,-,Two-component system response regulator protein,,,,
ACIAD_RS01225,ACIAD0259,,259269,260846,-,sensor protein (EC 2.7.3.-),,,,
ACIAD_RS01230,ACIAD0260,,260868,261503,-,BarA-associated response regulator UvrY (= GacA = SirA); Response regulator,Quorum sensing regulation in Pseudomonas; Type III secretion system orphans; BarA-UvrY(SirA) two-component regulatory system; Pseudomonas quinolone signal PQS,"Quorum sensing and biofilm formation; Protein secretion system, Type III; Two-component regulatory systems; ",Microbial communities; Membrane Transport; Regulation and Cell signaling; Microbial communities,Cellular Processes; Membrane Transport; Regulation And Cell Signaling; 
ACIAD_RS01235,ACIAD0262,pbpG,261717,262775,+,Murein-DD-endopeptidase (EC 3.4.99.-),,,,
ACIAD_RS01240,ACIAD0263,,262869,264008,-,Threonine synthase (EC 4.2.3.1),Threonine synthase cluster; Aspartate to Threonine Module,"Clustering-based subsystems; Lysine, threonine, methionine, and cysteine",Clustering-based subsystems; Amino Acids and Derivatives,Metabolism
ACIAD_RS01245,ACIAD0264,,264069,265370,-,Homoserine dehydrogenase (EC 1.1.1.3),Aspartate to Threonine Module; Aspartate to Homoserine module; Sulfur metabolism related cluster,"Lysine, threonine, methionine, and cysteine; Glutamine, glutamate, aspartate, asparagine; ammonia assimilation; ",Amino Acids and Derivatives; Amino Acids and Derivatives; Sulfur Metabolism,Metabolism; Metabolism; Metabolism
ACIAD_RS01250,ACIAD0265,,265546,266358,-,Thiol:disulfide interchange protein DsbC,Periplasmic disulfide interchange,Protein folding,"Protein Fate (folding, modification, targeting, degradation)",Protein Processing
ACIAD_RS01255,ACIAD0266,xerD,266488,267405,-,Site-specific tyrosine recombinase XerD,,,,
ACIAD_RS01260,ACIAD0267,,267558,267821,+,Ferrous iron transport protein A; Ferrous iron transporter-associated protein FeoA,Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS01265,ACIAD0268,,267818,269671,+,Ferrous iron transporter FeoB,,,,
ACIAD_RS01270,ACIAD0269,,269688,269939,+,hypothetical protein,,,,
ACIAD_RS01275,ACIAD0270,,270098,271444,+,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9),,,,
ACIAD_RS01280,ACIAD0271,ftsW,271469,272665,+,Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129),Sporulation and cell division protein pairs; Cell division cluster,,"Cell Cycle, Cell Division and Death; Cell Cycle, Cell Division and Death",Cellular Processes; Cellular Processes
ACIAD_RS01285,ACIAD0272,gluQRS,272760,273638,-,Glutamyl-Q tRNA(Asp) synthetase,,,,
ACIAD_RS01290,ACIAD0273,dksA,273643,274173,-,RNA polymerase-binding transcription factor DksA,,,,
ACIAD_RS01295,ACIAD0274,cpdA,274385,275197,-,"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17); 3',5'-cyclic-AMP phosphodiesterase (EC 3.1.4.53)",Nucleotide phosphorylation; Cyclic AMP,,Nucleosides and Nucleotides; Regulation and Cell signaling,Metabolism; Regulation And Cell Signaling
ACIAD_RS01300,ACIAD0275,,275197,275817,-,ADP-ribose pyrophosphatase (EC 3.6.1.13),Nudix proteins (nucleoside triphosphate hydrolases); NAD and NADP cofactor biosynthesis bacterial; NAD and NADP cofactor biosynthesis global; rRNA modification related cluster including tlyA,NAD and NADP; NAD and NADP; RNA processing and modification,"Metabolite damage and its repair or mitigation; Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups; RNA Processing",Metabolism; Metabolism; Metabolism; RNA Processing
ACIAD_RS01305,ACIAD0276,thiC,275899,277794,-,Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17),Fusion events in thiamin biosynthesis genes,Thiamin,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS01310,ACIAD0278,,278147,279514,+,Outer membrane channel TolC (OpmH),Tripartite multidrug efflux systems (of RND type) in Pseudomonas; Tripartite multidrug efflux systems (of RND type) MdtABC-TolC; Tripartite multidrug efflux systems (of MFS type) EmrKY-TolC and EmrAB-TolC; Macrolide MacAB-TolC efflux pump transporter (of ABC type); Tripartite multidrug efflux systems (of RND type) AcrAB-TolC and related transporters,Multidrug efflux systems; Multidrug efflux systems; Multidrug efflux systems; Multidrug efflux systems; Multidrug efflux systems,Membrane Transport; Membrane Transport; Membrane Transport; Membrane Transport; Membrane Transport,Membrane Transport; Membrane Transport; Membrane Transport; Membrane Transport; Membrane Transport
ACIAD_RS01315,ACIAD0279,phoU,279605,280330,+,Phosphate transport system regulatory protein PhoU,High affinity phosphate transporter and control of PHO regulon,,Phosphate Metabolism,Metabolism
ACIAD_RS01320,ACIAD0282,,280997,281269,-,,,,,
ACIAD_RS01325,ACIAD0283,argH,281279,282712,-,Argininosuccinate lyase (EC 4.3.2.1),Proline biosynthesis (for review); Arginine biosynthesis via N-acetyl-L-citrulline; Urea cycle,"Proline and 4-hydroxyproline; Arginine; urea cycle, creatine, polyamines; Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives; Amino Acids and Derivatives; Amino Acids and Derivatives,Metabolism; Metabolism; Metabolism
ACIAD_RS01330,ACIAD0284,,282703,283854,+,Autolysin sensor kinase (EC 2.7.3.-); Histidine kinase,,,,
ACIAD_RS01335,ACIAD0285,,283912,284652,+,Autolysis response regulater LytR,Murein hydrolase regulation and cell death,Programmed Cell Death and Toxin-antitoxin Systems,"Cell Cycle, Cell Division and Death",Cellular Processes
ACIAD_RS01340,ACIAD0286,hemC,284749,285681,+,Porphobilinogen deaminase (EC 2.5.1.61),"Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways; Metal chelatases",Tetrapyrroles; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS01345,ACIAD0287,,285688,286458,+,Uroporphyrinogen-III synthase (EC 4.2.1.75),"Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways; Metal chelatases",Tetrapyrroles; Tetrapyrroles,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS01350,ACIAD0288,,286467,287297,+,hypothetical protein,,,,
ACIAD_RS01355,ACIAD0289,,287313,288506,+,hypothetical protein,,,,
ACIAD_RS01360,ACIAD0290,,288515,288955,+,Acyl-CoA thioesterase,,,,
ACIAD_RS01365,ACIAD0291,,289162,289488,+,,,,,
ACIAD_RS01370,ACIAD0292,gspN,289651,290394,+,,,,,
ACIAD_RS01375,ACIAD0293,,290394,291239,+,General secretion pathway protein C,General Secretion Pathway,"Protein secretion system, Type II",Membrane Transport,Membrane Transport
ACIAD_RS01380,ACIAD0294,gspD,291280,293598,+,General secretion pathway protein D,General Secretion Pathway,"Protein secretion system, Type II",Membrane Transport,Membrane Transport
ACIAD_RS01385,ACIAD0295,,293668,294321,+,"Serine phosphatase RsbU, regulator of sigma subunit; FHA domain-containing protein",Cell division cluster 2,Cell Division,Clustering-based subsystems,
ACIAD_RS01390,ACIAD0296,,294394,295059,+,Phosphoglycolate phosphatase (EC 3.1.3.18),"Photorespiration (oxidative C2 cycle); Metabolite repair; 2-phosphoglycolate salvage; Glycolate, glyoxylate interconversions",CO2 fixation; ; DNA repair; Central Metabolism,Carbohydrates; Metabolite damage and its repair or mitigation; DNA Processing; Energy and Precursor Metabolites Generation,Metabolism; Metabolism; DNA Processing; Energy
ACIAD_RS01395,ACIAD0297,trpE,295163,296656,+,"Anthranilate synthase, aminase component (EC 4.1.3.27)",Tryptophan synthesis,Aromatic amino acids and derivatives,Amino Acids and Derivatives,Metabolism
ACIAD_RS17155,,,,,,,,,,
ACIAD_RS01400,,,296755,296830,,,,,,
ACIAD_RS01405,,,296889,296972,,,,,,
ACIAD_RS01410,,,297010,297085,,,,,,
ACIAD_RS01415,,,297099,297173,,,,,,
ACIAD_RS01420,ACIAD0299,tuf,297344,298534,+,Translation elongation factor Tu,"Antibiotic targets in protein synthesis; Universal GTPases; Translation elongation factors, bacterial",Resistance to antibiotics and toxic compounds; ; Translation,"Stress Response, Defense and Virulence; Protein Synthesis; Protein Synthesis","Stress Response, Defense, Virulence; Protein Processing; Protein Processing"
ACIAD_RS01425,,,298591,298666,,,,,,
ACIAD_RS01430,ACIAD0300,secE,298742,299182,+,Protein translocase subunit SecE,Bacterial protein translocation system,"Protein targeting, sorting, translocation","Protein Fate (folding, modification, targeting, degradation)",Protein Processing
ACIAD_RS01435,ACIAD0301,nusG,299190,299723,+,Transcription antitermination protein NusG,"Transcription factors, bacterial",Transcription,RNA Processing,RNA Processing
ACIAD_RS01440,ACIAD0302,rplK,299837,300265,+,LSU ribosomal protein L11p (L12e),"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS01445,ACIAD0304,rplA,300269,300964,+,LSU ribosomal protein L1p (L10Ae),"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS01450,ACIAD0305,rplJ,301234,301740,+,LSU ribosomal protein L10p (P0),"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS01455,ACIAD0306,rplL,301783,302148,+,LSU ribosomal protein L7p/L12p (P1/P2),"Ribosome LSU, bacterial; Ribosomal proteins, single-copy",Ribosome biogenesis; Ribosome biogenesis,Protein Synthesis; Protein Synthesis,Protein Processing; Protein Processing
ACIAD_RS01460,ACIAD0307,rpoB,302457,306545,+,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),"RNA polymerase, bacterial; Antibiotic targets in transcription",Transcription; Resistance to antibiotics and toxic compounds,"RNA Processing; Stress Response, Defense and Virulence","RNA Processing; Stress Response, Defense, Virulence"
ACIAD_RS01465,ACIAD0308,rpoC,306634,310827,+,DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6),"RNA polymerase, bacterial; Antibiotic targets in transcription",Transcription; Resistance to antibiotics and toxic compounds,"RNA Processing; Stress Response, Defense and Virulence","RNA Processing; Stress Response, Defense, Virulence"
ACIAD_RS01470,ACIAD0310,,311074,311430,+,hypothetical protein,,,,
